Season,State_Name,Crop,Production
Kharif,Jammu and Kashmir,Wheat,61.80
Rabi,Puducherry,Onion,61.00
Kharif,Jammu and Kashmir,Groundnut,60.60
Whole Year,Sikkim,other oilseeds,60.00
Rabi,Puducherry,Dry chillies,57.00
Winter,Dadra and Nagar Haveli,Rapeseed &Mustard,56.00
Kharif,Puducherry,Dry chillies,55.00
Rabi,Andhra Pradesh,Samai,55.00
Summer,Uttarakhand,Pulses total,55.00
Whole Year,Puducherry,Black pepper,55.00
Rabi,Puducherry,Sweet potato,53.00
Kharif,Chandigarh,Urad,51.00
Summer,Chhattisgarh,Sunflower,50.00
Whole Year,Manipur,Rubber,50.00
Kharif,Puducherry,Black pepper,48.00
Kharif,Jammu and Kashmir,Turmeric,46.80
Whole Year,West Bengal,Castor seed,46.00
Kharif,Meghalaya,Linseed,45.00
Rabi,Andhra Pradesh,other misc. pulses,44.00
Summer,Puducherry,Other  Rabi pulses,43.00
Whole Year,Uttarakhand,Sunflower,43.00
Rabi,Puducherry,Other Kharif pulses,42.00
Kharif,Manipur,Jute,40.00
Kharif,Mizoram,Coconut,40.00
Kharif,Sikkim,Oilseeds total,40.00
Rabi,Dadra and Nagar Haveli,Maize,40.00
Winter,Manipur,Onion,40.00
Kharif,Himachal Pradesh,Sannhamp,39.00
Rabi,Puducherry,Turmeric,38.00
Rabi,Telangana,Samai,38.00
Whole Year,Himachal Pradesh,Sannhamp,38.00
Kharif,Andhra Pradesh,Safflower,37.00
Rabi,Meghalaya,Castor seed,36.00
Kharif,Puducherry,Jowar,35.00
Kharif,Rajasthan,Mesta,35.00
Rabi,Chandigarh,Masoor,32.50
Whole Year,Jammu and Kashmir,Tobacco,31.30
Kharif,Mizoram,Sunflower,31.00
Rabi,Chhattisgarh,Castor seed,30.00
Rabi,Puducherry,Ragi,30.00
Whole Year,Himachal Pradesh,Cotton(lint),30.00
Winter,Manipur,Sweet potato,30.00
Kharif,Haryana,Sannhamp,29.00
Kharif,Mizoram,Masoor,28.20
Autumn,West Bengal,Jowar,28.00
Rabi,Chandigarh,Sunflower,28.00
Kharif,Mizoram,Gram,25.00
Rabi,Uttar Pradesh,Castor seed,24.00
Whole Year,Andhra Pradesh,Garlic,23.00
Whole Year,Jammu and Kashmir,Carrot,22.00
Kharif,Chhattisgarh,Guar seed,21.00
Whole Year,Kerala,Soyabean,20.40
Autumn,Manipur,Cotton(lint),20.00
Autumn,Manipur,Jute,20.00
Kharif,Manipur,Arhar/Tur,20.00
Summer,Manipur,Jute,20.00
Summer,Manipur,Turmeric,20.00
Winter,Manipur,Turmeric,20.00
Whole Year,Madhya Pradesh,Brinjal,19.00
Rabi,Mizoram,Gram,18.00
Whole Year,Telangana,Linseed,18.00
Kharif,Puducherry,Small millets,17.00
Whole Year,Jammu and Kashmir,other oilseeds,16.00
Rabi,Andaman and Nicobar Islands,Groundnut,14.40
Kharif,West Bengal,Moth,14.00
Rabi,West Bengal,Moth,13.00
Summer,Puducherry,Jowar,13.00
Whole Year,Kerala,Bhindi,13.00
Rabi,Jammu and Kashmir,Arhar/Tur,12.10
Whole Year,Jammu and Kashmir,Turmeric,11.00
Kharif,Odisha,Soyabean,10.00
Kharif,Telangana,Varagu,10.00
Rabi,Manipur,Cotton(lint),10.00
Winter,Manipur,Cotton(lint),10.00
Kharif,Puducherry,Turmeric,9.00
Rabi,Chhattisgarh,Coriander,9.00
Whole Year,Puducherry,Coriander,9.00
Kharif,Jammu and Kashmir,Masoor,8.10
Rabi,Puducherry,Coriander,8.00
Whole Year,Tamil Nadu,Drum Stick,8.00
Kharif,Chandigarh,Moong(Green Gram),7.00
Kharif,Puducherry,Sunflower,7.00
Rabi,Chandigarh,Gram,7.00
Rabi,Telangana,Varagu,7.00
Winter,Dadra and Nagar Haveli,Sunflower,6.00
Kharif,Andhra Pradesh,Varagu,5.00
Kharif,Manipur,Onion,5.00
Rabi,Uttarakhand,Small millets,5.00
Whole Year,Tamil Nadu,Other Vegetables,5.00
Rabi,Jammu and Kashmir,Urad,4.80
Kharif,Himachal Pradesh,Garlic,4.00
Winter,Dadra and Nagar Haveli,Coriander,4.00
Rabi,Jammu and Kashmir,Turmeric,3.70
Kharif,Jammu and Kashmir,Tobacco,3.70
Rabi,Jammu and Kashmir,Other Cereals & Millets,3.50
Whole Year,Kerala,Wheat,3.00
Rabi,Jammu and Kashmir,Ginger,2.70
Rabi,Andaman and Nicobar Islands,Sunflower,2.40
Kharif,Manipur,Kapas,2.00
Kharif,Uttarakhand,Jowar,2.00
Rabi,Jammu and Kashmir,Coriander,1.10
Kharif,Himachal Pradesh,Coriander,1.00
Kharif,Puducherry,Coriander,1.00
Whole Year,West Bengal,Sunflower,1.00
Kharif,Madhya Pradesh,other misc. pulses,0.16
Rabi,Madhya Pradesh,other misc. pulses,0.05
Rabi,Chhattisgarh,other misc. pulses,0.01
Whole Year,Andhra Pradesh,Bottle Gourd,0.00
Whole Year,Andhra Pradesh,Cabbage,0.00
Whole Year,Andhra Pradesh,Cucumber,0.00
Whole Year,Andhra Pradesh,other fibres,0.00
Whole Year,Andhra Pradesh,Other Vegetables,0.00
Whole Year,Andhra Pradesh,Peas  (vegetable),0.00
Whole Year,Haryana,Banana,0.00
Whole Year,Jammu and Kashmir,Other Fresh Fruits,0.00
Whole Year,Kerala,Bitter Gourd,0.00
Whole Year,Kerala,Brinjal,0.00
Whole Year,Kerala,Other Fresh Fruits,0.00
Whole Year,Kerala,other oilseeds,0.00
Whole Year,Kerala,Other Vegetables,0.00
Whole Year,Kerala,Snak Guard,0.00
Whole Year,Madhya Pradesh,Beans & Mutter(Vegetable),0.00
Whole Year,Madhya Pradesh,Bhindi,0.00
Whole Year,Madhya Pradesh,Cabbage,0.00
Whole Year,Madhya Pradesh,Cashewnut,0.00
Whole Year,Madhya Pradesh,Cauliflower,0.00
Whole Year,Madhya Pradesh,Citrus Fruit,0.00
Whole Year,Madhya Pradesh,Grapes,0.00
Whole Year,Madhya Pradesh,Mango,0.00
Whole Year,Madhya Pradesh,Orange,0.00
Whole Year,Madhya Pradesh,Other Citrus Fruit,0.00
Whole Year,Madhya Pradesh,Other Fresh Fruits,0.00
Whole Year,Madhya Pradesh,Other Vegetables,0.00
Whole Year,Madhya Pradesh,Pome Fruit,0.00
Whole Year,Madhya Pradesh,Tomato,0.00
Whole Year,Madhya Pradesh,Water Melon,0.00
Whole Year,Rajasthan,Banana,0.00
Whole Year,Rajasthan,Citrus Fruit,0.00
Whole Year,Rajasthan,Grapes,0.00
Whole Year,Rajasthan,Mango,0.00
Whole Year,Rajasthan,Oilseeds total,0.00
Whole Year,Rajasthan,Orange,0.00
Whole Year,Rajasthan,other fibres,0.00
Whole Year,Rajasthan,Other Fresh Fruits,0.00
Whole Year,Rajasthan,Other Vegetables,0.00
Whole Year,Rajasthan,Pome Fruit,0.00
Whole Year,Rajasthan,Water Melon,0.00
Whole Year,Tamil Nadu,Apple,0.00
Whole Year,Tamil Nadu,Ash Gourd,0.00
Whole Year,Tamil Nadu,Beans & Mutter(Vegetable),0.00
Whole Year,Tamil Nadu,Beet Root,0.00
Whole Year,Tamil Nadu,Ber,0.00
Whole Year,Tamil Nadu,Bitter Gourd,0.00
Whole Year,Tamil Nadu,Bottle Gourd,0.00
Whole Year,Tamil Nadu,Carrot,0.00
Whole Year,Tamil Nadu,Cauliflower,0.00
Whole Year,Tamil Nadu,Cucumber,0.00
Whole Year,Tamil Nadu,Lab-Lab,0.00
Whole Year,Tamil Nadu,Litchi,0.00
Whole Year,Tamil Nadu,Other Citrus Fruit,0.00
Whole Year,Tamil Nadu,Other Fresh Fruits,0.00
Whole Year,Tamil Nadu,Papaya,0.00
Whole Year,Tamil Nadu,Peach,0.00
Whole Year,Tamil Nadu,Pear,0.00
Whole Year,Tamil Nadu,Plums,0.00
Whole Year,Tamil Nadu,Pome Granet,0.00
Whole Year,Tamil Nadu,Pump Kin,0.00
Whole Year,Tamil Nadu,Redish,0.00
Whole Year,Tamil Nadu,Ribed Guard,0.00
Whole Year,Tamil Nadu,Snak Guard,0.00
Whole Year,Tamil Nadu,Turnip,0.00
Whole Year,Tamil Nadu,Water Melon,0.00
Whole Year,Tamil Nadu,Yam,0.00
Whole Year,Telangana,Bottle Gourd,0.00
Whole Year,Telangana,Cabbage,0.00
Whole Year,Telangana,Cucumber,0.00
Whole Year,Telangana,Other Dry Fruit,0.00
Whole Year,Telangana,other fibres,0.00
Whole Year,Telangana,Other Vegetables,0.00
Whole Year,Telangana,Peas  (vegetable),0.00
